TERM , D, IDF, TF-IDF
,273271,,0.0, 0.0,
agent,,1,,0.0, 0.0,
agents,3,,0.0, 0.0,
agents),1,,0.0, 0.0,
aggregate,2,,0.0, 0.0,
aggregated,1,,0.0, 0.0,
aggregating,1,,0.0, 0.0,
aggregation,8,,0.0, 0.0,
aggregators,1,,0.0, 0.0,
aggressively,2,,0.0, 0.0,
agile,1,,0.0, 0.0,
agility,1,,0.0, 0.0,
ago),1,,0.0, 0.0,
agreement,8,,0.0, 0.0,
agreements,5,,0.0, 0.0,
ahead,1,,0.0, 0.0,
aid,13,,0.0, 0.0,
aided,1,,0.0, 0.0,
aim,13,,0.0, 0.0,
aimed,2,,0.0, 0.0,
aiming,1,,0.0, 0.0,
al,,11,,0.0, 0.0,
albeit,2,,0.0, 0.0,
algorithms,4,,0.0, 0.0,
alibaba‐poised‐to‐smash‐records‐at‐worlds‐largest‐online‐shopping‐event.html,1,,0.0, 0.0,
align,3,,0.0, 0.0,
aligns,1,,0.0, 0.0,
alike,,1,,0.0, 0.0,
all,331,,0.0, 0.0,
all,,5,,0.0, 0.0,
all?,2,,0.0, 0.0,
allocate,1,,0.0, 0.0,
allocation,1,,0.0, 0.0,
allow,70,,0.0, 0.0,
allowed,2,,0.0, 0.0,
allowing,16,,0.0, 0.0,
allows,14,,0.0, 0.0,
ally,102,,0.0, 0.0,
almost,6,,0.0, 0.0,
alone,5,,0.0, 0.0,
alone,,1,,0.0, 0.0,
along,4,,0.0, 0.0,
alongside,2,,0.0, 0.0,
alpha,6,,0.0, 0.0,
alphabetical,4,,0.0, 0.0,
already,5,,0.0, 0.0,
also,31,,0.0, 0.0,
altered,1,,0.0, 0.0,
alternative,38,,0.0, 0.0,
alternatives,9,,0.0, 0.0,
alternatives,,1,,0.0, 0.0,
ambitions,2,,0.0, 0.0,
ambitious,1,,0.0, 0.0,
among,3,,0.0, 0.0,
among‐all‐users‐1470559865,1,,0.0, 0.0,
amount,7,,0.0, 0.0,
amounts,2,,0.0, 0.0,
an,3245,,0.0, 0.0,
analog,2,,0.0, 0.0,
analogous,1,,0.0, 0.0,
analyse,4,,0.0, 0.0,
analyses,1,,0.0, 0.0,
analysing,1,,0.0, 0.0,
analysis,11,,0.0, 0.0,
analysis,,1,,0.0, 0.0,
analysis.,2,,0.0, 0.0,
analytical,2,,0.0, 0.0,
analytics,10,,0.0, 0.0,
analytics,,1,,0.0, 0.0,
and,1153,,0.0, 0.0,
and,,5,,0.0, 0.0,
and/or,4,,0.0, 0.0,
angel,4,,0.0, 0.0,
announced,4,,0.0, 0.0,
announcing,1,,0.0, 0.0,
annual,2,,0.0, 0.0,
another,1,,0.0, 0.0,
answer,7,,0.0, 0.0,
answers,2,,0.0, 0.0,
anticipate,1,,0.0, 0.0,
any,68,,0.0, 0.0,
apart,3,,0.0, 0.0,
apathy,1,,0.0, 0.0,
app,72,,0.0, 0.0,
app,,1,,0.0, 0.0,
appeal,4,,0.0, 0.0,
appealing,2,,0.0, 0.0,
appear,10,,0.0, 0.0,
appear,,1,,0.0, 0.0,
appearance,2,,0.0, 0.0,
appeared,1,,0.0, 0.0,
appearing,1,,0.0, 0.0,
appears,1,,0.0, 0.0,
applicability,2,,0.0, 0.0,
applicability,,1,,0.0, 0.0,
applicable,1,,0.0, 0.0,
applicants.8,1,,0.0, 0.0,
application,10,,0.0, 0.0,
application.,1,,0.0, 0.0,
applications,6,,0.0, 0.0,
applications)2,1,,0.0, 0.0,
applications,,1,,0.0, 0.0,
applied,3,,0.0, 0.0,
applies;,1,,0.0, 0.0,
applying,1,,0.0, 0.0,
approach,8,,0.0, 0.0,
approached,1,,0.0, 0.0,
approaches,1,,0.0, 0.0,
appropriate,1,,0.0, 0.0,
approval,3,,0.0, 0.0,
approved,1,,0.0, 0.0,
apps,8,,0.0, 0.0,
apps,,1,,0.0, 0.0,
architecture,4,,0.0, 0.0,
architecture,,1,,0.0, 0.0,
architecture?,1,,0.0, 0.0,
are,395,,0.0, 0.0,
area,22,,0.0, 0.0,
area,,2,,0.0, 0.0,
area?,1,,0.0, 0.0,
areas,12,,0.0, 0.0,
areas,,2,,0.0, 0.0,
arise,2,,0.0, 0.0,
arises,1,,0.0, 0.0,
around,33,,0.0, 0.0,
arrival,1,,0.0, 0.0,
arrives,1,,0.0, 0.0,
artificial,3,,0.0, 0.0,
as,1056,,0.0, 0.0,
aspects,3,,0.0, 0.0,
assessed,2,,0.0, 0.0,
assessment,1,,0.0, 0.0,
asset,34,,0.0, 0.0,
asset,,1,,0.0, 0.0,
assets,6,,0.0, 0.0,
assets,,1,,0.0, 0.0,
assist,9,,0.0, 0.0,
assistants,3,,0.0, 0.0,
assisted,1,,0.0, 0.0,
assists,1,,0.0, 0.0,
associated,2,,0.0, 0.0,
as‐a‐Service,2,,0.0, 0.0,
at,2527,,0.0, 0.0,
attack”.,1,,0.0, 0.0,
attempt,2,,0.0, 0.0,
attempts,1,,0.0, 0.0,
attention,2,,0.0, 0.0,
attest,1,,0.0, 0.0,
attitudes,1,,0.0, 0.0,
attract,24,,0.0, 0.0,
attracted,3,,0.0, 0.0,
attracting,1,,0.0, 0.0,
attractive,12,,0.0, 0.0,
attractive,,1,,0.0, 0.0,
attractive.2,3,1,,0.0, 0.0,
attractiveness,2,,0.0, 0.0,
audacious,2,,0.0, 0.0,
audiences,1,,0.0, 0.0,
audit,2,,0.0, 0.0,
audited,1,,0.0, 0.0,
authorize,1,,0.0, 0.0,
auto,31,,0.0, 0.0,
automate,13,,0.0, 0.0,
automated,10,,0.0, 0.0,
automated,,1,,0.0, 0.0,
automating,2,,0.0, 0.0,
automation,12,,0.0, 0.0,
automation‐focused,1,,0.0, 0.0,
autopilot,1,,0.0, 0.0,
auto‐adjudicated,,1,,0.0, 0.0,
availability,2,,0.0, 0.0,
available,10,,0.0, 0.0,
average,3,,0.0, 0.0,
aversion,1,,0.0, 0.0,
avoid,3,,0.0, 0.0,
awards".,1,,0.0, 0.0,
aware,4,,0.0, 0.0,
awareness,2,,0.0, 0.0,
away,35,,0.0, 0.0,
away,,1,,0.0, 0.0,
back,36,,0.0, 0.0,
backbone,1,,0.0, 0.0,
backed,6,,0.0, 0.0,
background,2,,0.0, 0.0,
balance,14,,0.0, 0.0,
balanced,1,,0.0, 0.0,
balancing,1,,0.0, 0.0,
bank,223,,0.0, 0.0,
bank).,1,,0.0, 0.0,
bank,,1,,0.0, 0.0,
banking,60,,0.0, 0.0,
banking,,2,,0.0, 0.0,
banking?,2,,0.0, 0.0,
banks,108,,0.0, 0.0,
banks,,8,,0.0, 0.0,
banks.,5,,0.0, 0.0,
banks/payment,1,,0.0, 0.0,
banks?,2,,0.0, 0.0,
banks’,2,,0.0, 0.0,
bank’s,1,,0.0, 0.0,
bar,16,,0.0, 0.0,
bargaining,2,,0.0, 0.0,
barriers,8,,0.0, 0.0,
bars,1,,0.0, 0.0,
base,74,,0.0, 0.0,
base,,2,,0.0, 0.0,
base.,1,,0.0, 0.0,
based,55,,0.0, 0.0,
bases,6,,0.0, 0.0,
bases,,3,,0.0, 0.0,
basis,11,,0.0, 0.0,
basis).4,1,,0.0, 0.0,
basis,,1,,0.0, 0.0,
basis.,1,,0.0, 0.0,
battery,1,,0.0, 0.0,
battle,5,,0.0, 0.0,
be,721,,0.0, 0.0,
be,,2,,0.0, 0.0,
because,6,,0.0, 0.0,
become,89,,0.0, 0.0,
becomes,25,,0.0, 0.0,
becoming,17,,0.0, 0.0,
been,25,,0.0, 0.0,
before,5,,0.0, 0.0,
before,,1,,0.0, 0.0,
before.,1,,0.0, 0.0,
began,2,,0.0, 0.0,
begin,9,,0.0, 0.0,
beginning,2,,0.0, 0.0,
begun,3,,0.0, 0.0,
behaviour,12,,0.0, 0.0,
behaviour,,1,,0.0, 0.0,
behaviours,4,,0.0, 0.0,
behind,3,,0.0, 0.0,
being,21,,0.0, 0.0,
believes,1,,0.0, 0.0,
benchmarks,1,,0.0, 0.0,
beneficiaries,1,,0.0, 0.0,
benefit,49,,0.0, 0.0,
benefit,,4,,0.0, 0.0,
benefited,1,,0.0, 0.0,
benefiting,1,,0.0, 0.0,
benefits,14,,0.0, 0.0,
benefits),,1,,0.0, 0.0,
benefits,,3,,0.0, 0.0,
benefitted,3,,0.0, 0.0,
benefitting,2,,0.0, 0.0,
bespoke,3,,0.0, 0.0,
best,16,,0.0, 0.0,
best‐,9,,0.0, 0.0,
best‐execution,1,,0.0, 0.0,
best‐in‐class,1,,0.0, 0.0,
best‐of‐,5,,0.0, 0.0,
best‐of‐brand,1,,0.0, 0.0,
best‐of‐breed,3,,0.0, 0.0,
bet,69,,0.0, 0.0,
beta,2,,0.0, 0.0,
beta”,1,,0.0, 0.0,
bets,2,,0.0, 0.0,
better,14,,0.0, 0.0,
between,45,,0.0, 0.0,
beyond,3,,0.0, 0.0,
bifurcates,1,,0.0, 0.0,
bifurcation,2,,0.0, 0.0,
big,6,,0.0, 0.0,
bigger,2,,0.0, 0.0,
biggest,2,,0.0, 0.0,
bike,1,,0.0, 0.0,
billion,14,,0.0, 0.0,
billion),4,,0.0, 0.0,
billion)13,,1,,0.0, 0.0,
billion)7,1,,0.0, 0.0,
billion,,1,,0.0, 0.0,
billion‐loan‐buying‐dealwith‐investors‐including‐soros‐jefferies‐1488222470,1,,0.0, 0.0,
bit,12,,0.0, 0.0,
bitcoin,2,,0.0, 0.0,
blacksmiths/2017/02/08/fdf78618‐ee1c‐11e6‐9662‐6eedf1627882_story.html?utm_term=.60a9e8ce7881,1,,0.0, 0.0,
blacksmiths”.,1,,0.0, 0.0,
blockchain,9,,0.0, 0.0,
blockchain‐related,1,,0.0, 0.0,
blueprint,1,,0.0, 0.0,
blurred,1,,0.0, 0.0,
blurring,,1,,0.0, 0.0,
blurs,1,,0.0, 0.0,
bodies,2,,0.0, 0.0,
body,2,,0.0, 0.0,
bolster,1,,0.0, 0.0,
bond,7,,0.0, 0.0,
bonds,2,,0.0, 0.0,
boomers,1,,0.0, 0.0,
borders,,1,,0.0, 0.0,
borrower,11,,0.0, 0.0,
borrowers,7,,0.0, 0.0,
borrowers,,1,,0.0, 0.0,
borrower’s,2,,0.0, 0.0,
both,39,,0.0, 0.0,
bought,3,,0.0, 0.0,
bound,1,,0.0, 0.0,
bps,4,,0.0, 0.0,
branch,7,,0.0, 0.0,
branches,4,,0.0, 0.0,
brand,13,,0.0, 0.0,
branded,2,,0.0, 0.0,
branding,1,,0.0, 0.0,
brands,2,,0.0, 0.0,
brands,,1,,0.0, 0.0,
breach,,1,,0.0, 0.0,
breadth,1,,0.0, 0.0,
breaking,1,,0.0, 0.0,
breed,6,,0.0, 0.0,
breeding,1,,0.0, 0.0,
breweries,,1,,0.0, 0.0,
brewery,,1,,0.0, 0.0,
brewery?,1,,0.0, 0.0,
brick‐and‐mortar,2,,0.0, 0.0,
bridge,7,,0.0, 0.0,
bridged?,1,,0.0, 0.0,
bridges,1,,0.0, 0.0,
bring,4,,0.0, 0.0,
bringing,1,,0.0, 0.0,
brings,2,,0.0, 0.0,
broad,19,,0.0, 0.0,
broaden,3,,0.0, 0.0,
broader,10,,0.0, 0.0,
broadly,1,,0.0, 0.0,
broker,6,,0.0, 0.0,
brokerage,1,,0.0, 0.0,
brokers,2,,0.0, 0.0,
build,26,,0.0, 0.0,
build,,1,,0.0, 0.0,
building,7,,0.0, 0.0,
builds,2,,0.0, 0.0,
built,5,,0.0, 0.0,
built‐in,,1,,0.0, 0.0,
bulk,1,,0.0, 0.0,
bundled,2,,0.0, 0.0,
burdens,4,,0.0, 0.0,
burdens.,1,,0.0, 0.0,
burdensome,2,,0.0, 0.0,
bureau,2,,0.0, 0.0,
business,77,,0.0, 0.0,
business,,2,,0.0, 0.0,
business.,2,,0.0, 0.0,
businesses,18,,0.0, 0.0,
businesses,,2,,0.0, 0.0,
businesses.,1,,0.0, 0.0,
business‐to‐business,1,,0.0, 0.0,
business’s,1,,0.0, 0.0,
but,171,,0.0, 0.0,
buy,15,,0.0, 0.0,
buyers,,1,,0.0, 0.0,
buys,1,,0.0, 0.0,
buy‐,8,,0.0, 0.0,
buy‐futureadvisor‐signaling‐robo‐advice‐is‐here‐to‐stay/#7328c3603023,1,,0.0, 0.0,
buy‐in,3,,0.0, 0.0,
buy‐side,3,,0.0, 0.0,
by,168,,0.0, 0.0,
bypass,10,,0.0, 0.0,
bypassing,3,,0.0, 0.0,
c,8563,,0.0, 0.0,
calculators,1,,0.0, 0.0,
caliber,1,,0.0, 0.0,
call,19,,0.0, 0.0,
called,1,,0.0, 0.0,
calling,1,,0.0, 0.0,
came,1,,0.0, 0.0,
campaign,1,,0.0, 0.0,
can,128,,0.0, 0.0,
can,,1,,0.0, 0.0,
cannibalization,3,,0.0, 0.0,
cannibalization?,1,,0.0, 0.0,
can‐credit‐agricoles‐model‐work‐here,1,,0.0, 0.0,
capabilities,21,,0.0, 0.0,
capabilities,,4,,0.0, 0.0,
capabilities.,1,,0.0, 0.0,
capability,8,,0.0, 0.0,
capable,3,,0.0, 0.0,
capacity,2,,0.0, 0.0,
capital,74,,0.0, 0.0,
capital,,2,,0.0, 0.0,
capital/liquidity,1,,0.0, 0.0,
capital?,1,,0.0, 0.0,
capitalists,1,,0.0, 0.0,
capitalize,2,,0.0, 0.0,
capital‐,3,,0.0, 0.0,
capital”.,1,,0.0, 0.0,
capped,2,,0.0, 0.0,
capture,12,,0.0, 0.0,
captured,1,,0.0, 0.0,
capturing,3,,0.0, 0.0,
card,53,,0.0, 0.0,
cards,18,,0.0, 0.0,
cards),1,,0.0, 0.0,
cards,,3,,0.0, 0.0,
cards?,1,,0.0, 0.0,
cards”,3,,0.0, 0.0,
card‐,11,,0.0, 0.0,
card‐based,9,,0.0, 0.0,
care,3,,0.0, 0.0,
carefully,2,,0.0, 0.0,
carrier,4,,0.0, 0.0,
cars,5,,0.0, 0.0,
cars.,1,,0.0, 0.0,
car”.,1,,0.0, 0.0,
case,7,,0.0, 0.0,
cases,5,,0.0, 0.0,
cases8,1,,0.0, 0.0,
cash,17,,0.0, 0.0,
cashbacks,1,,0.0, 0.0,
cashless,2,,0.0, 0.0,
casualty,2,,0.0, 0.0,
catalysts,1,,0.0, 0.0,
catch,4,,0.0, 0.0,
catches,1,,0.0, 0.0,
catch‐up,1,,0.0, 0.0,
categories,1,,0.0, 0.0,
category,2,,0.0, 0.0,
category,,1,,0.0, 0.0,
cater,3,,0.0, 0.0,
catering,1,,0.0, 0.0,
caught,1,,0.0, 0.0,
causes,2,,0.0, 0.0,
causing,4,,0.0, 0.0,
ceases,1,,0.0, 0.0,
cede,3,,0.0, 0.0,
central,3,,0.0, 0.0,
centralized,1,,0.0, 0.0,
centres,3,,0.0, 0.0,
certain,234,,0.0, 0.0,
certainty,11,,0.0, 0.0,
certainty,,1,,0.0, 0.0,
certify,1,,0.0, 0.0,
chain,56,,0.0, 0.0,
chain),2,,0.0, 0.0,
chain,,3,,0.0, 0.0,
chain.,4,,0.0, 0.0,
chain:,1,,0.0, 0.0,
chains,9,,0.0, 0.0,
chains,,3,,0.0, 0.0,
chairman,,1,,0.0, 0.0,
challenge,31,,0.0, 0.0,
challenged,7,,0.0, 0.0,
challenger,15,,0.0, 0.0,
challengers,1,,0.0, 0.0,
challenges,8,,0.0, 0.0,
challenges,,1,,0.0, 0.0,
challenging,7,,0.0, 0.0,
challenging,,1,,0.0, 0.0,
change,76,,0.0, 0.0,
change?,2,,0.0, 0.0,
changed,4,,0.0, 0.0,
changer,1,,0.0, 0.0,
changes,25,,0.0, 0.0,
changes?,1,,0.0, 0.0,
changing,5,,0.0, 0.0,
channel,48,,0.0, 0.0,
channel,,2,,0.0, 0.0,
channel?,1,,0.0, 0.0,
channels,36,,0.0, 0.0,
channels,,4,,0.0, 0.0,
channels.,2,,0.0, 0.0,
channels?,1,,0.0, 0.0,
chapter,,2,,0.0, 0.0,
characteristics,4,,0.0, 0.0,
characteristics.,1,,0.0, 0.0,
characterized,2,,0.0, 0.0,
characterizing,1,,0.0, 0.0,
charge,5,,0.0, 0.0,
charged,1,,0.0, 0.0,
charge”.,1,,0.0, 0.0,
charging,1,,0.0, 0.0,
charter”.,1,,0.0, 0.0,
chase,20,,0.0, 0.0,
chatbot,,1,,0.0, 0.0,
cheaper,3,,0.0, 0.0,
cheaply,1,,0.0, 0.0,
check,3,,0.0, 0.0,
check,,1,,0.0, 0.0,
check;,1,,0.0, 0.0,
cheques,,1,,0.0, 0.0,
chief,1,,0.0, 0.0,
chip,,1,,0.0, 0.0,
choice,22,,0.0, 0.0,
choice,,2,,0.0, 0.0,
choices,7,,0.0, 0.0,
choose,15,,0.0, 0.0,
choosing,2,,0.0, 0.0,
chose,1,,0.0, 0.0,
chunks,1,,0.0, 0.0,
churches,4,,0.0, 0.0,
citing,1,,0.0, 0.0,
claims,8,,0.0, 0.0,
claims,,2,,0.0, 0.0,
clarify,1,,0.0, 0.0,
class,15,,0.0, 0.0,
classes,12,,0.0, 0.0,
classes.12,1,,0.0, 0.0,
clear,11,,0.0, 0.0,
clear,,2,,0.0, 0.0,
clearly,1,,0.0, 0.0,
client,34,,0.0, 0.0,
client,,1,,0.0, 0.0,
client.,1,,0.0, 0.0,
clients,20,,0.0, 0.0,
clients,,1,,0.0, 0.0,
clients.,1,,0.0, 0.0,
clients?,3,,0.0, 0.0,
clients’,1,,0.0, 0.0,
client‐centric,,1,,0.0, 0.0,
client‐facing,1,,0.0, 0.0,
client‐to‐dealer,1,,0.0, 0.0,
client’s,2,,0.0, 0.0,
close,7,,0.0, 0.0,
close,,1,,0.0, 0.0,
closed,3,,0.0, 0.0,
closed,,1,,0.0, 0.0,
closely,1,,0.0, 0.0,
close‐to),1,,0.0, 0.0,
cloud,16,,0.0, 0.0,
cloud,,4,,0.0, 0.0,
cloud.,1,,0.0, 0.0,
cloud/platform‐as‐a‐service,1,,0.0, 0.0,
clouding,1,,0.0, 0.0,
cloud‐based,6,,0.0, 0.0,
coexist,1,,0.0, 0.0,
cognitive,1,,0.0, 0.0,
coin,7,,0.0, 0.0,
collaborate,1,,0.0, 0.0,
collaboration,4,,0.0, 0.0,
collaborative,1,,0.0, 0.0,
collect,21,,0.0, 0.0,
collect,,2,,0.0, 0.0,
collect/make,1,,0.0, 0.0,
collected,2,,0.0, 0.0,
collecting,2,,0.0, 0.0,
collection,6,,0.0, 0.0,
collection,,1,,0.0, 0.0,
collection/capital‐ones‐cloud‐journey‐through‐the‐stages‐of‐adoption‐bb0895d7772c,1,,0.0, 0.0,
collections,1,,0.0, 0.0,
collective,1,,0.0, 0.0,
collision,4,,0.0, 0.0,
combination,5,,0.0, 0.0,
combinations,3,,0.0, 0.0,
combined,6,,0.0, 0.0,
combined.8,1,,0.0, 0.0,
come,117,,0.0, 0.0,
comes,31,,0.0, 0.0,
comfortable,6,,0.0, 0.0,
coming,25,,0.0, 0.0,
commerce,3,,0.0, 0.0,
commercial,11,,0.0, 0.0,
commission,2,,0.0, 0.0,
commissions.6,1,,0.0, 0.0,
commitment,1,,0.0, 0.0,
committed,1,,0.0, 0.0,
commoditization,6,,0.0, 0.0,
commoditize,11,,0.0, 0.0,
commoditized,10,,0.0, 0.0,
commoditized,,2,,0.0, 0.0,
commoditizing,1,,0.0, 0.0,
commodity,1,,0.0, 0.0,
common,2,,0.0, 0.0,
communicate,1,,0.0, 0.0,
communities,,1,,0.0, 0.0,
community,4,,0.0, 0.0,
companies,25,,0.0, 0.0,
companies,,1,,0.0, 0.0,
companies.,1,,0.0, 0.0,
company,15,,0.0, 0.0,
company,,1,,0.0, 0.0,
company‐,3,,0.0, 0.0,
company‐wide,1,,0.0, 0.0,
company’s,2,,0.0, 0.0,
comparability,3,,0.0, 0.0,
comparable,1,,0.0, 0.0,
compared,10,,0.0, 0.0,
comparisons,2,,0.0, 0.0,
comparisons,,1,,0.0, 0.0,
compass‐ranks‐in‐top‐group‐in‐2016‐javelin‐online‐banking‐leader‐awards‐300364391.html,1,,0.0, 0.0,
compatibility,2,,0.0, 0.0,
compelling,5,,0.0, 0.0,
compels,1,,0.0, 0.0,
compete,24,,0.0, 0.0,
compete.,1,,0.0, 0.0,
competed,1,,0.0, 0.0,
competencies,4,,0.0, 0.0,
competing,2,,0.0, 0.0,
competition,34,,0.0, 0.0,
competition,,4,,0.0, 0.0,
competition?,1,,0.0, 0.0,
competitive,25,,0.0, 0.0,
competitive,,2,,0.0, 0.0,
competitiveness?,1,,0.0, 0.0,
competitor,8,,0.0, 0.0,
competitors,5,,0.0, 0.0,
complement,4,,0.0, 0.0,
complementary,3,,0.0, 0.0,
complete,1,,0.0, 0.0,
complex,9,,0.0, 0.0,
complex,,1,,0.0, 0.0,
complexity,2,,0.0, 0.0,
compliance,5,,0.0, 0.0,
compliant,1,,0.0, 0.0,
complicated,6,,0.0, 0.0,
complicated,,1,,0.0, 0.0,
comply,1,,0.0, 0.0,
component,1,,0.0, 0.0,
composition,1,,0.0, 0.0,
compound,1,,0.0, 0.0,
comprehensive,2,,0.0, 0.0,
compromising,1,,0.0, 0.0,
computers,1,,0.0, 0.0,
concern,8,,0.0, 0.0,
concerning,1,,0.0, 0.0,
concerns,4,,0.0, 0.0,
concerns?,1,,0.0, 0.0,
condition,11,,0.0, 0.0,
conditioned,1,,0.0, 0.0,
conditioning,1,,0.0, 0.0,
conditions,8,,0.0, 0.0,
conditions,,1,,0.0, 0.0,
conduct,5,,0.0, 0.0,
conducted,2,,0.0, 0.0,
conducting,2,,0.0, 0.0,
confidence,1,,0.0, 0.0,
confused,1,,0.0, 0.0,
connect,47,,0.0, 0.0,
connected,21,,0.0, 0.0,
connectedness,1,,0.0, 0.0,
connecting,2,,0.0, 0.0,
connection,11,,0.0, 0.0,
connections,8,,0.0, 0.0,
connections.,1,,0.0, 0.0,
connectivity,6,,0.0, 0.0,
connectivity.,1,,0.0, 0.0,
connects,2,,0.0, 0.0,
consequence,3,,0.0, 0.0,
consequences,2,,0.0, 0.0,
consequences?,1,,0.0, 0.0,
consider,20,,0.0, 0.0,
considerable,1,,0.0, 0.0,
considerably,7,,0.0, 0.0,
considerably,,2,,0.0, 0.0,
considered,2,,0.0, 0.0,
considering,1,,0.0, 0.0,
considers,1,,0.0, 0.0,
consistency,1,,0.0, 0.0,
consistent,4,,0.0, 0.0,
consistently,1,,0.0, 0.0,
consists,1,,0.0, 0.0,
consolidate,5,,0.0, 0.0,
consolidated,1,,0.0, 0.0,
consolidates,2,,0.0, 0.0,
consolidates,,1,,0.0, 0.0,
consolidating,1,,0.0, 0.0,
consolidation,13,,0.0, 0.0,
consortia,,1,,0.0, 0.0,
consortium,1,,0.0, 0.0,
constantly,1,,0.0, 0.0,
constituents,1,,0.0, 0.0,
constrained,1,,0.0, 0.0,
construction,1,,0.0, 0.0,
consult,1,,0.0, 0.0,
consumable,1,,0.0, 0.0,
consumed,4,,0.0, 0.0,
consumed,,1,,0.0, 0.0,
consumed.,1,,0.0, 0.0,
consumer,29,,0.0, 0.0,
consumers,18,,0.0, 0.0,
consumers,,2,,0.0, 0.0,
consumer‐focused,1,,0.0, 0.0,
consumption,3,,0.0, 0.0,
contact:,1,,0.0, 0.0,
contained,1,,0.0, 0.0,
contains,1,,0.0, 0.0,
content/uploads/2016/03/Airbnb_60_Plus_Women_Report.pdf,1,,0.0, 0.0,
context,1,,0.0, 0.0,
continually,1,,0.0, 0.0,
continue,75,,0.0, 0.0,
continue,,2,,0.0, 0.0,
continued,39,,0.0, 0.0,
continues,8,,0.0, 0.0,
continues,,1,,0.0, 0.0,
continuing,3,,0.0, 0.0,
continuously,1,,0.0, 0.0,
continuum,1,,0.0, 0.0,
contraction?,1,,0.0, 0.0,
contracts,1,,0.0, 0.0,
contract”,1,,0.0, 0.0,
contradictory,1,,0.0, 0.0,
contrast,3,,0.0, 0.0,
contrast,,2,,0.0, 0.0,
contribute,6,,0.0, 0.0,
contributed,4,,0.0, 0.0,
contribution,7,,0.0, 0.0,
contributions,3,,0.0, 0.0,
control,20,,0.0, 0.0,
controlled,,1,,0.0, 0.0,
controlling,1,,0.0, 0.0,
controls,2,,0.0, 0.0,
convenience,2,,0.0, 0.0,
convenience),1,,0.0, 0.0,
convenient,2,,0.0, 0.0,
converge,5,,0.0, 0.0,
convergence,4,,0.0, 0.0,
convergence,,1,,0.0, 0.0,
convergence?,1,,0.0, 0.0,
converting,1,,0.0, 0.0,
convince,5,,0.0, 0.0,
convinced,1,,0.0, 0.0,
convincing,1,,0.0, 0.0,
cooperating,1,,0.0, 0.0,
cooperation,4,,0.0, 0.0,
core,26,,0.0, 0.0,
cores,2,,0.0, 0.0,
corporate,3,,0.0, 0.0,
corresponding,1,,0.0, 0.0,
cost,110,,0.0, 0.0,
cost,,2,,0.0, 0.0,
cost?,1,,0.0, 0.0,
costs,39,,0.0, 0.0,
costs,,5,,0.0, 0.0,
costs.,3,,0.0, 0.0,
cost‐,8,,0.0, 0.0,
cost‐commoditization,1,,0.0, 0.0,
cost‐cutting,,1,,0.0, 0.0,
cost‐effective,2,,0.0, 0.0,
cost‐sharing,1,,0.0, 0.0,
cottage,1,,0.0, 0.0,
could,15,,0.0, 0.0,
counterparties,2,,0.0, 0.0,
counterparties,,1,,0.0, 0.0,
countries,6,,0.0, 0.0,
countries9,1,,0.0, 0.0,
countries?,1,,0.0, 0.0,
country's,1,,0.0, 0.0,
country?,1,,0.0, 0.0,
coupled,4,,0.0, 0.0,
course,3,,0.0, 0.0,
course,,1,,0.0, 0.0,
cover,22,,0.0, 0.0,
coverage,16,,0.0, 0.0,
coverage,,3,,0.0, 0.0,
coverages,3,,0.0, 0.0,
covered,1,,0.0, 0.0,
covers,1,,0.0, 0.0,
cow,1,,0.0, 0.0,
co‐branded,1,,0.0, 0.0,
co‐operation,1,,0.0, 0.0,
co‐opted,1,,0.0, 0.0,
co‐opting,1,,0.0, 0.0,
craft,1,,0.0, 0.0,
create,42,,0.0, 0.0,
created,10,,0.0, 0.0,
creates,10,,0.0, 0.0,
creating,17,,0.0, 0.0,
creation,4,,0.0, 0.0,
credit,64,,0.0, 0.0,
credit,,3,,0.0, 0.0,
credit.7,1,,0.0, 0.0,
creditworthiness,,1,,0.0, 0.0,
credit‐card‐,1,,0.0, 0.0,
crisis,12,,0.0, 0.0,
crisis,,3,,0.0, 0.0,
crisis.,3,,0.0, 0.0,
crisis‐era,1,,0.0, 0.0,
critical,16,,0.0, 0.0,
cross‐,12,,0.0, 0.0,
cross‐border,4,,0.0, 0.0,
cross‐cultural,1,,0.0, 0.0,
cross‐entity,1,,0.0, 0.0,
cross‐platform,2,,0.0, 0.0,
cross‐product,1,,0.0, 0.0,
cross‐selling,1,,0.0, 0.0,
crowd,79,,0.0, 0.0,
crowdfunded,3,,0.0, 0.0,
crowdfunding,66,,0.0, 0.0,
crowdfunding,,1,,0.0, 0.0,
crowdfunding.,1,,0.0, 0.0,
crowdfunding?,1,,0.0, 0.0,
crowdfunding‐are‐we‐all‐barking‐mad/#47d493665424,1,,0.0, 0.0,
crowdfunding’s,1,,0.0, 0.0,
crowd”,2,,0.0, 0.0,
crucial,4,,0.0, 0.0,
cryptographic,1,,0.0, 0.0,
culminated,1,,0.0, 0.0,
culmination,1,,0.0, 0.0,
cultivate,2,,0.0, 0.0,
cultivates,1,,0.0, 0.0,
culture,1,,0.0, 0.0,
curate,10,,0.0, 0.0,
curated,6,,0.0, 0.0,
curated,,1,,0.0, 0.0,
curator,,1,,0.0, 0.0,
currencies),3,,0.0, 0.0,
currencies,,1,,0.0, 0.0,
currencies.,1,,0.0, 0.0,
currency,5,,0.0, 0.0,
current,14,,0.0, 0.0,
currently,6,,0.0, 0.0,
curtailing,1,,0.0, 0.0,
cusp,1,,0.0, 0.0,
